time_s,L1_heel,L2_lateral_forefoot,L3_medial_forefoot,R1_heel,R2_lateral_forefoot,R3_medial_forefoot,L_ax,L_ay,L_az,L_gx,L_gy,L_gz,R_ax,R_ay,R_az,R_gx,R_gy,R_gz
8.09,7.676,2.562,2.76,0.0,0.0,0.0,0.026,0.0922,1.0005,-20.04,0.04,-1.3,0.5378,-0.016,0.8512,5.53,0.22,-101.82
8.1,7.56,2.484,2.619,0.0,0.0,0.0,0.033,0.063,1.0081,-23.1,0.66,0.44,0.5079,-0.0383,0.8595,7.39,1.43,-120.18
8.11,7.427,2.402,2.473,0.0,0.0,0.0,0.0305,0.0674,0.9848,-23.93,1.77,-1.43,0.4959,-0.0318,0.8724,9.76,-0.3,-133.07
8.12,7.277,2.313,2.32,0.0,0.0,0.0,0.0494,0.0631,1.0136,-26.29,1.04,-0.84,0.4686,-0.0091,0.8719,8.05,0.17,-150.88
8.13,7.111,2.22,2.163,0.0,0.0,0.0,0.0369,0.0568,1.0124,-29.01,0.09,-2.11,0.4449,-0.0146,0.8899,7.04,0.73,-164.56
8.14,6.928,2.121,2.0,0.0,0.0,0.0,0.0452,0.0698,1.0049,-27.51,-0.51,-1.42,0.4149,-0.0246,0.908,7.95,0.55,-176.9
8.15,6.73,2.018,1.833,0.0,0.0,0.19,0.02,0.0546,1.0156,-28.21,-2.55,0.18,0.4029,-0.005,0.919,8.68,-0.61,-188.76
8.16,6.517,1.91,1.662,0.0,0.0,0.38,0.0376,0.0488,0.9815,-29.56,-0.17,-1.96,0.3506,-0.0034,0.9464,8.6,0.1,-198.96
8.17,6.288,1.798,1.487,0.0,0.0,0.569,0.0438,0.0261,0.9931,-32.69,-0.33,-1.48,0.3169,-0.0112,0.948,10.12,0.55,-209.6
8.18,6.046,1.682,1.308,0.0,0.0,0.757,0.0357,0.0471,0.9912,-31.9,0.39,-0.0,0.3098,-0.0212,0.9659,9.68,-1.13,-219.56
8.19,5.79,1.561,1.127,0.0,0.0,0.943,0.0456,0.0228,1.006,-34.48,-0.15,-0.54,0.2608,-0.0147,0.968,10.59,1.26,-227.26
8.2,5.521,1.438,0.943,0.0,0.071,1.127,0.0297,0.0301,0.9885,-31.5,-0.32,1.99,0.188,-0.006,0.9878,9.55,1.43,-234.26
8.21,5.239,1.311,0.757,0.0,0.214,1.308,0.049,0.0265,1.0067,-34.45,-1.78,1.83,0.1656,-0.009,0.9892,11.33,-0.72,-240.49
8.22,4.945,1.181,0.569,0.0,0.356,1.487,0.0579,0.0315,1.0129,-32.5,-0.94,-0.87,0.1114,0.004,0.9917,9.96,0.19,-244.87
8.23,4.64,1.048,0.38,0.0,0.497,1.662,0.0313,-0.0012,1.0063,-33.08,0.48,0.56,0.0773,-0.0189,0.9961,9.24,0.64,-246.12
8.24,4.325,0.913,0.19,0.0,0.638,1.833,0.0304,-0.0242,1.0022,-35.1,1.72,0.75,0.0122,-0.0167,0.9895,12.44,-0.55,-250.88
8.25,4.0,0.776,0.0,0.0,0.776,2.0,0.0494,0.0018,0.9895,-35.39,-0.1,-0.6,-0.0014,0.0018,1.0051,20.44,0.48,-23.23
8.26,3.666,0.638,0.0,0.381,0.913,2.163,0.0507,0.012,0.9909,-33.85,0.33,-1.5,0.0235,0.0011,0.999,33.46,0.16,99.66
8.27,3.323,0.497,0.0,0.76,1.048,2.32,0.0297,0.0005,1.0118,-34.87,0.95,-0.01,0.0355,0.0057,0.9943,33.4,-1.47,-0.77
8.28,2.973,0.356,0.0,1.139,1.181,2.473,0.0307,-0.0158,1.007,-33.65,-0.81,-0.17,0.0186,0.0002,1.0103,36.26,0.46,0.74
8.29,2.617,0.214,0.0,1.514,1.311,2.619,0.0321,-0.0286,0.9987,-33.85,0.37,-0.44,0.0357,0.0239,0.9866,35.17,-1.1,1.49
8.3,2.254,0.071,0.0,1.886,1.438,2.76,0.0215,-0.0214,0.9948,-34.65,-0.74,0.44,0.0308,0.029,0.9947,34.36,0.94,1.12
8.31,1.886,0.0,0.0,2.254,1.561,2.895,0.0257,-0.0449,0.9785,-34.49,0.86,-0.75,0.0499,0.0417,1.009,31.93,-0.67,0.5
8.32,1.514,0.0,0.0,2.617,1.682,3.023,0.0249,-0.036,0.9879,-31.32,0.15,-1.15,0.049,0.0414,1.0017,33.98,-0.16,1.09
8.33,1.139,0.0,0.0,2.973,1.798,3.144,0.0272,-0.0411,1.0174,-31.3,0.3,0.11,0.0428,0.0449,0.9978,31.11,1.37,-1.72
8.34,0.76,0.0,0.0,3.323,1.91,3.258,0.0346,-0.0409,0.9853,-30.38,-0.78,0.39,0.0316,0.0632,1.0006,30.8,0.5,-0.52
8.35,0.381,0.0,0.0,3.666,2.018,3.365,0.0372,-0.029,0.9997,-28.12,0.71,-1.18,0.0548,0.0435,0.9996,29.0,-1.08,-0.91
8.36,0.0,0.0,0.0,4.0,2.121,3.464,0.0504,-0.0576,1.0076,106.39,2.08,25.77,0.0194,0.0669,0.9823,27.66,-1.01,1.22
8.37,0.0,0.0,0.0,4.325,2.22,3.555,0.0336,-0.025,0.9863,115.21,-1.01,147.28,0.0209,0.0495,0.9937,26.27,-0.6,-0.38
8.38,0.0,0.0,0.0,4.64,2.313,3.639,0.0967,-0.0215,0.9978,-7.91,-0.34,246.57,0.0341,0.0624,1.0131,25.03,0.39,0.85
8.39,0.0,0.0,0.0,4.945,2.402,3.713,0.1273,-0.0402,1.0007,-6.66,0.23,243.72,0.0574,0.0629,0.99,24.48,0.36,0.54
8.4,0.0,0.0,0.0,5.239,2.484,3.78,0.1708,-0.0307,0.9851,-8.09,0.79,238.94,0.0329,0.0869,0.9931,22.8,-0.84,-0.86
8.41,0.0,0.0,0.0,5.521,2.562,3.838,0.2186,-0.029,1.0057,-6.05,-0.56,233.38,0.0331,0.0822,0.9905,20.89,-1.17,-0.59
8.42,0.0,0.0,0.0,5.79,2.633,3.887,0.2398,-0.0312,0.951,-5.25,-2.83,228.99,0.0205,0.0862,0.9948,20.84,0.28,1.29
8.43,0.0,0.0,0.0,6.046,2.698,3.928,0.2924,-0.0254,0.9677,-4.63,1.36,218.29,0.0444,0.0785,0.9895,14.72,-0.18,-0.78
8.44,0.0,0.0,0.0,6.288,2.758,3.959,0.326,-0.036,0.9439,-6.73,0.76,212.49,0.0444,0.0895,1.0,16.49,2.16,0.12
8.45,0.0,0.0,0.0,6.517,2.811,3.982,0.3629,-0.0174,0.9411,-5.03,-1.74,200.32,0.0428,0.0875,0.9968,14.95,0.04,-0.78
8.46,0.0,0.0,0.0,6.73,2.858,3.995,0.3923,-0.0293,0.9251,-4.61,-0.61,188.79,0.0286,0.1013,1.0024,13.57,1.81,-0.31
8.47,0.0,0.0,0.0,6.928,2.898,4.0,0.4432,-0.03,0.9004,-3.08,1.57,177.03,0.0278,0.0895,0.9839,10.52,-1.17,-0.05
8.48,0.0,0.0,0.0,7.111,2.931,3.995,0.4391,-0.0337,0.8972,-2.13,1.45,166.04,0.022,0.1144,0.9909,8.92,-1.57,-0.78
8.49,0.0,0.0,0.0,7.277,2.958,3.982,0.4645,-0.0292,0.8638,-0.54,0.94,148.64,0.0357,0.0857,0.9919,7.79,-1.12,-0.96
8.5,0.0,0.0,0.0,7.427,2.979,3.959,0.4853,-0.0228,0.8764,-1.96,-0.18,133.87,0.0241,0.0954,0.9986,6.37,1.19,0.29
8.51,0.0,0.0,0.0,7.56,2.992,3.928,0.5053,-0.04,0.8622,-1.38,0.08,118.91,0.0231,0.1209,0.986,2.63,1.76,-0.84
8.52,0.0,0.0,0.0,7.676,2.999,3.887,0.5211,-0.038,0.8555,0.86,-0.13,103.76,0.0307,0.1001,1.0031,1.25,-0.78,-0.81
8.53,0.0,0.0,0.0,7.774,2.999,3.838,0.5535,-0.0344,0.8508,0.59,1.13,85.53,0.03,0.0913,1.0058,0.7,-0.46,-0.94
8.54,0.0,0.0,0.0,7.855,2.992,3.78,0.5673,-0.0448,0.8364,2.15,-0.88,70.37,0.0295,0.1063,0.9841,-5.06,-1.17,-0.08
8.55,0.0,0.0,0.0,7.919,2.979,3.713,0.5564,-0.0393,0.8282,1.75,-0.81,54.77,0.0396,0.0987,0.9891,-5.56,-1.81,0.94
8.56,0.0,0.0,0.0,7.964,2.958,3.639,0.5601,-0.0355,0.8135,0.88,1.01,35.69,0.0357,0.0941,0.9888,-5.34,0.72,1.51
8.57,0.0,0.0,0.0,7.991,2.931,3.555,0.577,-0.0216,0.8125,1.28,-0.04,17.52,0.032,0.0901,1.0206,-7.62,0.22,-0.73
8.58,0.0,0.0,0.0,8.0,2.898,3.464,0.5681,-0.0272,0.8307,1.62,1.38,-0.62,0.0367,0.1271,0.9901,-10.06,0.01,2.15
8.59,0.0,0.0,0.0,7.991,2.858,3.365,0.5786,-0.0273,0.8341,4.39,-0.67,-16.91,0.025,0.0949,1.0114,-12.88,-1.4,-1.0
8.6,0.0,0.0,0.0,7.964,2.811,3.258,0.5705,-0.0201,0.82,5.46,-0.05,-36.36,0.036,0.0759,0.9822,-15.11,1.64,1.08
8.61,0.0,0.0,0.0,7.919,2.758,3.144,0.5469,-0.0292,0.8272,6.64,-0.92,-51.23,0.0364,0.1074,0.9852,-16.58,-0.5,-0.72
8.62,0.0,0.0,0.0,7.855,2.698,3.023,0.5686,-0.023,0.8237,6.15,0.01,-68.41,0.0199,0.0957,0.9885,-16.14,0.53,-0.87
8.63,0.0,0.0,0.0,7.774,2.633,2.895,0.5596,-0.027,0.8521,6.96,-1.48,-87.0,0.0449,0.0787,0.9872,-19.96,-1.45,-0.74
8.64,0.0,0.0,0.0,7.676,2.562,2.76,0.5214,-0.0222,0.8559,5.69,-0.49,-103.74,0.0261,0.0735,0.9933,-20.82,-0.19,-0.05
8.65,0.0,0.0,0.0,7.56,2.484,2.619,0.5069,-0.0296,0.8789,5.57,-1.44,-118.63,0.0358,0.0858,0.9892,-23.18,0.29,0.58
8.66,0.0,0.0,0.0,7.427,2.402,2.473,0.4944,-0.0469,0.8618,8.01,0.69,-133.9,0.0465,0.0726,0.9884,-23.03,0.33,0.67
8.67,0.0,0.0,0.0,7.277,2.313,2.32,0.4731,-0.0226,0.8788,7.99,0.72,-150.44,0.0442,0.0515,1.0085,-25.77,0.15,-0.94
8.68,0.0,0.0,0.0,7.111,2.22,2.163,0.452,-0.0057,0.8975,8.06,-1.73,-164.04,0.0352,0.0841,1.0094,-26.61,0.49,-0.99
8.69,0.0,0.0,0.0,6.928,2.121,2.0,0.4387,-0.0092,0.9145,8.7,1.33,-177.88,0.0313,0.0572,1.007,-29.39,-1.13,-0.92
8.7,0.0,0.0,0.19,6.73,2.018,1.833,0.3877,-0.0073,0.9188,8.97,2.5,-188.29,0.0444,0.0715,1.003,-30.43,0.2,-0.11
8.71,0.0,0.0,0.38,6.517,1.91,1.662,0.35,-0.0031,0.9249,10.23,0.05,-199.22,0.0416,0.0643,0.999,-29.82,0.11,-0.21
8.72,0.0,0.0,0.569,6.288,1.798,1.487,0.3105,-0.013,0.9547,10.52,-0.64,-211.4,0.0287,0.0362,0.9934,-32.06,0.23,-0.95
8.73,0.0,0.0,0.757,6.046,1.682,1.308,0.2813,-0.0103,0.9646,10.01,2.82,-219.6,0.027,0.0511,0.989,-29.45,0.07,0.27
8.74,0.0,0.0,0.943,5.79,1.561,1.127,0.2507,-0.0167,0.9588,10.52,-1.32,-228.47,0.0142,0.0287,1.0024,-34.32,-1.27,2.26
8.75,0.0,0.071,1.127,5.521,1.438,0.943,0.2298,-0.012,0.9908,10.37,0.02,-234.84,0.0364,0.0108,0.9872,-33.67,-1.32,-0.5
8.76,0.0,0.214,1.308,5.239,1.311,0.757,0.1661,-0.001,0.9969,9.55,0.18,-239.02,0.0341,0.0195,0.9892,-33.35,-2.21,-0.43
8.77,0.0,0.356,1.487,4.945,1.181,0.569,0.1317,0.0067,0.9929,10.88,1.35,-244.71,0.0463,0.0218,1.0108,-34.12,0.82,0.56
8.78,0.0,0.497,1.662,4.64,1.048,0.38,0.0867,-0.005,0.997,8.81,0.36,-247.45,0.0385,0.0073,1.0183,-35.13,0.83,-0.56
8.79,0.0,0.638,1.833,4.325,0.913,0.19,0.0554,-0.0063,1.0046,11.31,-0.5,-150.68,0.0482,0.0029,1.0033,-35.16,0.84,0.67
8.8,0.0,0.776,2.0,4.0,0.776,0.0,0.0602,0.0,0.9908,21.07,-0.95,-24.66,0.0279,0.0114,1.0105,-35.24,0.31,-0.72
8.81,0.381,0.913,2.163,3.666,0.638,0.0,0.0296,0.012,0.9997,34.48,-0.34,-0.04,0.0463,-0.0049,0.9969,-34.48,-2.13,1.83
8.82,0.76,1.048,2.32,3.323,0.497,0.0,0.03,-0.0025,0.9778,33.18,-1.01,-0.73,0.0296,-0.0204,0.9859,-32.08,-1.03,0.34
8.83,1.139,1.181,2.473,2.973,0.356,0.0,0.0453,-0.0051,1.008,34.3,0.05,-0.19,0.0427,-0.0108,1.0054,-33.67,0.17,-0.62
8.84,1.514,1.311,2.619,2.617,0.214,0.0,0.0417,0.0182,0.9835,33.33,-0.56,0.18,0.0203,-0.0217,1.0048,-32.18,0.14,-0.59
8.85,1.886,1.438,2.76,2.254,0.071,0.0,0.0534,0.0173,1.014,31.27,-1.49,-0.81,0.0373,-0.0547,0.9997,-32.36,-0.22,-0.51
8.86,2.254,1.561,2.895,1.886,0.0,0.0,0.0407,0.0301,0.9955,32.68,1.26,-1.48,0.0151,-0.0309,0.9963,-31.15,0.37,1.37
8.87,2.617,1.682,3.023,1.514,0.0,0.0,0.0313,0.0393,0.9964,30.97,-0.5,1.81,0.0322,-0.0368,1.0082,-34.35,0.01,-1.27
8.88,2.973,1.798,3.144,1.139,0.0,0.0,0.0408,0.0417,0.992,31.62,-1.27,-0.63,0.0393,-0.046,0.9885,-31.04,0.12,-0.67
8.89,3.323,1.91,3.258,0.76,0.0,0.0,0.046,0.066,0.9952,29.83,-0.17,-0.1,0.0297,-0.0426,0.9903,-28.52,-0.64,-0.56
8.9,3.666,2.018,3.365,0.381,0.0,0.0,0.0431,0.0599,1.012,29.21,0.07,1.01,0.0244,-0.0633,0.9877,-29.39,0.98,-0.02
8.91,4.0,2.121,3.464,0.0,0.0,0.0,0.04,0.0645,0.9726,26.75,-1.75,3.53,0.0434,-0.0581,0.9983,106.98,-0.43,24.57
8.92,4.325,2.22,3.555,0.0,0.0,0.0,0.0456,0.0725,1.01,25.93,0.33,-1.24,0.0425,-0.0356,0.988,116.96,-1.33,147.56
8.93,4.64,2.313,3.639,0.0,0.0,0.0,0.0466,0.0594,1.0003,24.78,-1.05,0.45,0.0819,-0.0172,0.9892,-8.04,-0.77,246.75
8.94,4.945,2.402,3.713,0.0,0.0,0.0,0.0487,0.0854,0.9845,24.73,1.71,-0.71,0.1299,-0.003,0.9843,-7.66,-0.35,243.88
8.95,5.239,2.484,3.78,0.0,0.0,0.0,0.0414,0.0783,0.9855,24.11,0.52,-0.54,0.1976,-0.0337,0.9823,-7.74,0.99,238.94
8.96,5.521,2.562,3.838,0.0,0.0,0.0,0.0332,0.0895,1.0127,20.11,-0.4,-0.72,0.2234,-0.0325,0.9621,-6.9,-0.04,234.63
8.97,5.79,2.633,3.887,0.0,0.0,0.0,0.0364,0.0756,0.9862,20.41,-0.75,-1.13,0.2627,-0.033,0.9685,-7.03,-0.19,228.04
8.98,6.046,2.698,3.928,0.0,0.0,0.0,0.047,0.074,0.9838,15.52,-0.1,-0.04,0.2929,-0.0256,0.9696,-4.88,-1.25,219.07
8.99,6.288,2.758,3.959,0.0,0.0,0.0,0.0267,0.1007,1.0065,14.79,0.61,-1.47,0.326,-0.0384,0.9469,-6.25,0.79,210.28
9.0,6.517,2.811,3.982,0.0,0.0,0.0,0.0386,0.0989,0.9982,13.27,-0.03,0.95,0.334,-0.0244,0.9488,-3.67,-0.65,197.72
9.01,6.73,2.858,3.995,0.0,0.0,0.0,0.031,0.0884,0.9853,11.07,-0.22,0.06,0.3827,-0.0208,0.934,-3.1,-0.1,188.28
9.02,6.928,2.898,4.0,0.0,0.0,0.0,0.0352,0.0907,0.9966,9.0,0.06,0.42,0.4138,-0.0245,0.9155,-4.84,1.48,177.56
9.03,7.111,2.931,3.995,0.0,0.0,0.0,0.0477,0.1124,0.984,9.12,-0.6,-0.47,0.4267,-0.0481,0.8956,-1.06,0.51,163.09
9.04,7.277,2.958,3.982,0.0,0.0,0.0,0.0368,0.0906,1.0051,6.59,-0.34,-0.37,0.4582,-0.0208,0.8826,-1.53,-1.63,148.89
9.05,7.427,2.979,3.959,0.0,0.0,0.0,0.0354,0.1199,1.0046,5.25,-2.09,0.29,0.4718,-0.0217,0.8781,-0.71,-1.77,137.27
9.06,7.56,2.992,3.928,0.0,0.0,0.0,0.0213,0.0951,0.9993,3.62,0.97,-1.16,0.5104,-0.023,0.8553,-1.64,-0.06,121.48
9.07,7.676,2.999,3.887,0.0,0.0,0.0,0.0424,0.1109,0.9975,1.24,0.3,-0.36,0.5357,-0.0277,0.8303,0.33,-1.21,104.19
9.08,7.774,2.999,3.838,0.0,0.0,0.0,0.0414,0.1012,1.0115,-0.32,-0.77,-0.86,0.5527,-0.0292,0.8451,1.42,0.65,88.4
9.09,7.855,2.992,3.78,0.0,0.0,0.0,0.0565,0.1102,0.994,-3.0,1.9,-0.89,0.5573,-0.021,0.8214,0.78,0.04,68.12
9.1,7.919,2.979,3.713,0.0,0.0,0.0,0.0318,0.098,0.9822,-6.06,0.09,-2.11,0.5525,-0.0119,0.8171,3.46,0.17,52.29
9.11,7.964,2.958,3.639,0.0,0.0,0.0,0.0371,0.1008,0.9986,-5.74,-1.04,1.34,0.5492,-0.0403,0.8223,2.08,-0.71,35.06
9.12,7.991,2.931,3.555,0.0,0.0,0.0,0.0374,0.1015,1.0151,-9.3,0.86,-0.69,0.5547,-0.0196,0.8187,3.75,1.74,17.58
9.13,8.0,2.898,3.464,0.0,0.0,0.0,0.0507,0.0894,0.9843,-11.52,0.4,1.16,0.5609,-0.0307,0.8047,3.47,2.84,-0.49
9.14,7.991,2.858,3.365,0.0,0.0,0.0,0.0339,0.1048,0.991,-12.61,0.39,1.07,0.5634,-0.0306,0.8213,4.31,-0.28,-20.36
9.15,7.964,2.811,3.258,0.0,0.0,0.0,0.0377,0.09,0.999,-15.14,-0.43,-1.29,0.5669,-0.0439,0.832,2.6,0.35,-35.15
9.16,7.919,2.758,3.144,0.0,0.0,0.0,0.041,0.0902,0.9946,-16.4,0.45,-1.09,0.5519,-0.0306,0.8155,5.17,0.1,-52.53
9.17,7.855,2.698,3.023,0.0,0.0,0.0,0.0368,0.0796,0.9856,-17.34,-0.26,2.56,0.5565,-0.0369,0.8455,4.57,-0.26,-68.74
9.18,7.774,2.633,2.895,0.0,0.0,0.0,0.0304,0.0607,1.0069,-18.99,0.56,1.75,0.5393,-0.0306,0.8247,4.95,-0.83,-88.05
9.19,7.676,2.562,2.76,0.0,0.0,0.0,0.0368,0.0809,1.0192,-21.81,-1.9,-0.03,0.5276,-0.0359,0.8705,8.02,-1.08,-104.59
9.2,7.56,2.484,2.619,0.0,0.0,0.0,0.0456,0.1032,0.9982,-22.92,-0.43,0.26,0.5222,-0.0282,0.8553,6.52,-1.14,-122.34
9.21,7.427,2.402,2.473,0.0,0.0,0.0,0.0246,0.0829,0.9875,-22.8,1.72,-0.63,0.4798,-0.0266,0.8721,6.16,0.41,-135.28
9.22,7.277,2.313,2.32,0.0,0.0,0.0,0.0362,0.0706,0.9814,-24.74,-0.77,0.43,0.474,-0.0203,0.8637,7.21,-0.52,-148.73
9.23,7.111,2.22,2.163,0.0,0.0,0.0,0.0279,0.0636,0.9998,-24.44,-0.6,-0.72,0.4453,-0.036,0.8945,6.65,-2.58,-164.12
9.24,6.928,2.121,2.0,0.0,0.0,0.0,0.0468,0.0617,1.0085,-26.53,-0.45,-2.03,0.4153,-0.0329,0.9103,9.75,0.44,-174.41
9.25,6.73,2.018,1.833,0.0,0.0,0.19,0.0197,0.0621,1.0025,-27.67,-1.21,-1.32,0.3983,-0.0134,0.9201,7.95,-0.04,-188.96
9.26,6.517,1.91,1.662,0.0,0.0,0.38,0.0293,0.0397,0.998,-31.21,-2.21,0.02,0.3667,-0.0234,0.928,9.48,1.35,-199.74
9.27,6.288,1.798,1.487,0.0,0.0,0.569,0.0387,0.0573,0.9924,-29.97,-0.23,-1.13,0.3148,-0.0031,0.9364,10.58,0.37,-211.41
9.28,6.046,1.682,1.308,0.0,0.0,0.757,0.0506,0.0479,0.9876,-31.6,0.14,-0.07,0.2868,-0.01,0.9687,8.97,-1.48,-218.86
9.29,5.79,1.561,1.127,0.0,0.0,0.943,0.0342,0.0424,1.0071,-32.81,-0.05,-1.07,0.2539,-0.0045,0.9682,10.21,-2.23,-229.1
9.3,5.521,1.438,0.943,0.0,0.071,1.127,0.0293,0.0339,1.0081,-32.7,-0.14,-0.78,0.2091,0.0053,0.9927,8.83,-0.72,-233.25
9.31,5.239,1.311,0.757,0.0,0.214,1.308,0.0537,0.0239,0.9837,-32.42,0.04,0.85,0.1771,-0.0102,0.9799,12.45,-0.63,-238.85
9.32,4.945,1.181,0.569,0.0,0.356,1.487,0.0204,0.0246,1.0151,-33.25,1.02,0.25,0.1323,-0.0111,0.9872,11.06,0.94,-242.62
9.33,4.64,1.048,0.38,0.0,0.497,1.662,0.0129,0.0179,1.0051,-34.91,-0.19,-0.01,0.1052,0.0051,1.0044,10.02,-0.01,-248.17
9.34,4.325,0.913,0.19,0.0,0.638,1.833,0.0393,0.0024,1.0134,-33.45,-0.57,0.88,0.0283,0.0033,0.9828,9.49,1.13,-248.89
9.35,4.0,0.776,0.0,0.0,0.776,2.0,0.0299,-0.0057,0.986,-34.89,-0.28,0.48,-0.0012,-0.0019,0.9879,22.15,-1.32,-24.28
9.36,3.666,0.638,0.0,0.381,0.913,2.163,0.0247,-0.005,0.9857,-33.98,0.58,1.45,0.0258,0.0199,1.0103,33.86,0.97,100.44
9.37,3.323,0.497,0.0,0.76,1.048,2.32,0.042,0.0036,0.9978,-34.33,1.41,-0.46,0.0409,0.0098,0.9876,35.98,0.72,-0.87
9.38,2.973,0.356,0.0,1.139,1.181,2.473,0.0373,-0.0302,1.0043,-33.97,-0.63,-0.43,0.0187,0.0182,0.981,32.53,-2.02,-2.39
9.39,2.617,0.214,0.0,1.514,1.311,2.619,0.0293,-0.0384,1.0171,-32.6,0.1,-1.3,0.0384,0.0239,1.0178,33.5,1.32,0.35
9.4,2.254,0.071,0.0,1.886,1.438,2.76,0.0221,-0.0279,1.006,-33.91,0.34,-0.43,0.0286,0.0202,0.985,32.85,0.09,-0.15
9.41,1.886,0.0,0.0,2.254,1.561,2.895,0.0436,-0.0347,0.9963,-30.32,-0.99,0.96,0.0276,0.036,1.0006,32.14,0.39,-0.57
9.42,1.514,0.0,0.0,2.617,1.682,3.023,0.0414,-0.039,0.9883,-33.37,0.02,1.3,0.0204,0.0547,0.9993,31.44,-0.86,0.76
9.43,1.139,0.0,0.0,2.973,1.798,3.144,0.0339,-0.0437,1.0106,-31.34,-1.47,0.96,0.0302,0.0506,0.9702,30.62,1.28,-0.04
9.44,0.76,0.0,0.0,3.323,1.91,3.258,0.0534,-0.0537,0.9884,-29.46,-1.77,-1.79,0.0457,0.0518,0.9954,30.7,-1.19,-1.32
9.45,0.381,0.0,0.0,3.666,2.018,3.365,0.0242,-0.0417,1.0141,95.2,0.37,-98.92,0.0346,0.055,1.0023,29.42,0.83,-1.93
9.46,0.0,0.0,0.0,4.0,2.121,3.464,-0.0153,-0.0345,0.997,105.12,-0.38,23.01,0.0412,0.0648,1.001,28.13,0.82,-1.13
9.47,0.0,0.0,0.0,4.325,2.22,3.555,0.0366,-0.0282,1.0148,-8.01,0.2,249.95,0.0515,0.0737,1.0062,23.48,-0.97,2.39
9.48,0.0,0.0,0.0,4.64,2.313,3.639,0.0864,-0.0223,1.0028,-7.16,-0.02,246.78,0.0375,0.0768,0.993,25.54,1.98,0.72
9.49,0.0,0.0,0.0,4.945,2.402,3.713,0.1319,-0.039,0.99,-7.39,-0.98,244.68,0.0293,0.0717,1.0037,22.22,0.23,0.19
9.5,0.0,0.0,0.0,5.239,2.484,3.78,0.1688,-0.0255,0.9798,-5.34,-0.05,238.24,0.0396,0.0823,0.9894,23.08,0.65,-0.18
9.51,0.0,0.0,0.0,5.521,2.562,3.838,0.2154,-0.0083,0.9736,-5.44,-1.23,235.12,0.0295,0.0876,0.9819,22.39,-1.53,-0.25
9.52,0.0,0.0,0.0,5.79,2.633,3.887,0.2385,-0.0257,0.9719,-4.93,1.39,225.66,0.0299,0.0763,0.9827,18.41,2.12,1.17
9.53,0.0,0.0,0.0,6.046,2.698,3.928,0.303,-0.0246,0.9579,-6.27,-1.36,218.48,0.0197,0.0912,0.9808,17.43,-1.22,-0.49
9.54,0.0,0.0,0.0,6.288,2.758,3.959,0.3235,-0.0404,0.9397,-4.87,-0.2,209.05,0.0442,0.0709,1.0052,15.39,1.02,0.58
9.55,0.0,0.0,0.0,6.517,2.811,3.982,0.3691,-0.0347,0.9317,-4.57,-1.04,198.13,0.031,0.0999,0.9797,15.46,-0.99,-0.35
9.56,0.0,0.0,0.0,6.73,2.858,3.995,0.3929,-0.033,0.9214,-4.73,0.57,188.8,0.0367,0.104,0.9974,12.52,-0.62,1.94
9.57,0.0,0.0,0.0,6.928,2.898,4.0,0.4232,-0.0331,0.8865,-2.82,-0.33,178.36,0.0245,0.1069,0.9918,12.31,0.79,0.74
9.58,0.0,0.0,0.0,7.111,2.931,3.995,0.4511,-0.0176,0.8995,-3.15,-0.52,166.18,0.0393,0.0972,0.9932,9.12,1.03,1.25
9.59,0.0,0.0,0.0,7.277,2.958,3.982,0.4742,-0.0252,0.8726,-1.39,0.85,149.73,0.0273,0.1055,1.0078,7.04,-1.27,-0.58
9.6,0.0,0.0,0.0,7.427,2.979,3.959,0.498,-0.0422,0.8589,-2.53,0.03,136.11,0.0335,0.1177,0.9896,4.94,1.09,1.06
9.61,0.0,0.0,0.0,7.56,2.992,3.928,0.5241,-0.0288,0.8424,0.84,0.52,119.89,0.0437,0.1183,1.0001,3.75,1.04,-0.31
9.62,0.0,0.0,0.0,7.676,2.999,3.887,0.5295,-0.0264,0.8312,-1.19,-0.98,104.22,0.0428,0.1042,0.9943,-0.76,-0.94,0.11
9.63,0.0,0.0,0.0,7.774,2.999,3.838,0.5487,-0.02,0.8267,0.51,-1.4,86.91,0.0347,0.1059,0.9924,-0.89,1.6,1.64
9.64,0.0,0.0,0.0,7.855,2.992,3.78,0.5522,-0.0155,0.8256,1.67,0.11,70.54,0.0172,0.1153,1.017,-3.0,-1.46,-1.04
9.65,0.0,0.0,0.0,7.919,2.979,3.713,0.5765,-0.0412,0.8462,0.89,-0.32,53.61,0.0648,0.0885,0.9796,-4.15,-0.62,0.2
9.66,0.0,0.0,0.0,7.964,2.958,3.639,0.5617,-0.0389,0.8171,2.89,0.63,34.96,0.0524,0.0992,1.007,-6.99,0.48,0.44
9.67,0.0,0.0,0.0,7.991,2.931,3.555,0.5903,-0.043,0.8214,1.38,-0.08,17.73,0.0421,0.1145,1.0008,-9.75,-0.85,0.52
9.68,0.0,0.0,0.0,8.0,2.898,3.464,0.5732,-0.0322,0.8228,4.63,0.21,-0.06,0.0274,0.1092,0.9896,-10.58,0.26,-0.45
9.69,0.0,0.0,0.0,7.991,2.858,3.365,0.558,-0.0246,0.821,3.74,-1.62,-16.99,0.0338,0.1011,1.0109,-13.51,0.24,2.09
9.7,0.0,0.0,0.0,7.964,2.811,3.258,0.5698,-0.0187,0.8216,3.67,1.89,-36.6,0.0295,0.0801,0.9764,-16.15,-0.19,-1.29
